ID,satisfaction_client
Zz8342,60.258026
Qh3684,60.258026
Nl4276,60.049572
Ra8575,60.049572
Oc5245,60.053043
Md3602,60.053043
Gg9419,60.258026
Ao4329,60.24055
Hg3190,60.243534
Pc1009,60.258026
Aj8238,60.24055
Oy4201,60.258026
Ek9666,60.032097
Tl7375,60.053043
Hf4195,60.053043
Pm1931,60.258026
Qs8650,60.258026
Cp2894,60.053043
Zz2116,60.24055
Ch5528,59.95543
Ry3971,60.24055
Ju4901,60.258026
Lo6627,60.053043
Hj4223,60.258026
Ie8216,60.243534
Sn5020,59.952328
Ct3572,60.053043
Ei5785,60.258026
Qj3375,59.95786
St6575,60.258026
Xu1646,60.032097
Ov4420,60.258026
Ke3246,60.053043
Kz7185,60.24055
Nm8195,59.952328
Oq9255,60.049572
Gl2329,60.258026
Yz3691,60.258026
Zr2847,60.258026
Eh1940,60.258026
Gi9519,60.24055
Uj3987,60.053043
Go1893,60.258026
Iv2119,60.431076
Vu6666,60.053043
Xj2347,60.258026
Cv3260,60.053043
Mc7853,60.258026
Ta5548,60.258026
Xm5443,60.053043
Zi2712,60.053043
Zv6308,59.952328
Ac3614,59.95786
Yt2510,60.053043
Ei9753,59.952328
Sk3228,60.049572
Hj7102,59.952328
Vq3708,60.258026
Vt6411,60.258026
Gr5961,60.053043
Dg8925,60.24055
Zt2438,59.95786
He4862,59.952328
Zn5343,60.053043
Hq6763,60.049572
Gb9689,60.258026
Bq1288,60.053043
Qh3129,60.053043
Ej3413,60.258026
Mi8531,60.258026
Al4026,60.24055
Bw4594,60.053043
Vx3838,60.24055
Hg4698,60.258026
Ui2955,60.053043
Vm8365,60.258026
Ae3118,60.049572
Se8374,60.258026
Rx3518,60.258026
Ru8842,60.053043
Uf9562,60.24055
Az5537,60.258026
Wj4241,60.258026
Qp3509,60.053043
Or5900,60.258026
Ad8502,60.258026
Hm1114,60.258026
Tb1250,60.258026
Mg8288,60.258026
Qy1800,60.258026
Nm9114,60.258026
Bf2307,60.457283
Qo2941,60.258026
Zw2183,60.258026
Lo5459,60.032097
Mc5498,60.258026
Dt2834,60.032097
Hf6916,60.258026
Fd1217,60.053043
Tu2708,60.258026
Ex7452,60.258026
Iz9728,59.95786
Rq5770,60.053043
Hr1798,60.243534
Hj5615,60.258026
Zw4563,60.053043
Nk9806,59.952328
Jv9285,60.258026
Qf3247,60.24055
Uc4522,60.258026
Ab8923,60.053043
Wu1691,60.24055
Ng3188,60.032097
Hs9377,60.258026
Nh8315,60.258026
Sr2615,60.258026
Hx6852,60.053043
Tt6270,60.258026
Ml3221,60.24055
Br7250,60.258026
Jp1920,60.258026
Nl5354,60.053043
Ca6865,60.258026
Vg5222,60.258026
Ur9231,60.258026
Nf6915,60.258026
Yp4754,59.952328
Ln4882,59.952328
Zd2358,59.952328
Qv3866,60.053043
Zw9376,59.952328
Kj9128,60.258026
Td5666,60.053043
Zu2260,60.258026
Rx5768,60.431076
Cp1895,60.24055
Lp5918,60.053043
Un6802,59.952328
En3821,60.258026
At2278,60.049572
Rj8478,60.053043
Ki4698,60.258026
Ec4427,59.952328
Po6235,60.436607
Pk7893,60.032097
Lu3798,60.24055
Cj3902,60.053043
Cu3569,60.258026
Bm7074,60.258026
Gz8809,60.053043
Cj8096,60.053043
Qv8860,60.258026
Ya8399,60.258026
Nl5373,60.258026
Tj7964,60.258026
Xy5953,60.258026
Ek1990,59.952328
Rr1932,60.258026
Rd3672,60.258026
Nn7144,60.053043
Rn9418,59.952328
Hg7419,60.053043
Wi5258,60.22606
Kv2342,59.952328
Ka8477,60.258026
Fa2731,59.952328
Vs6673,60.258026
Za5418,60.258026
Yd8143,60.258026
Ak2510,60.258026
Hp5661,60.431076
Zk6985,60.24055
Vy7728,60.258026
Mf9076,60.258026
Wz3227,60.258026
Io1079,60.258026
Rf2758,60.258026
Yo7212,60.258026
Jx2275,60.258026
Cp7419,60.258026
Mz4019,60.258026
Mb7738,60.258026
Ng2128,60.258026
Ha4228,59.952328
Av1552,60.258026
Mv1557,59.952328
Qj9085,60.258026
Ek7740,60.258026
Hk1067,60.258026
Dj3892,60.258026
Ri5322,60.258026
Cv9700,60.053043
In7489,59.95786
Ys7119,61.243427
Ez4770,60.243534
Lr9300,60.053043
Xw4960,60.053043
Mr5677,60.258026
Ns5099,60.258026
Io3527,60.258026
Xe2207,60.258026
Ut5553,60.22606
Ja2072,60.258026
Ey9595,60.053043
Vi2838,60.243534
Xl6650,60.258026
Qk9212,60.258026
Ao2186,60.258026
Gq5501,60.053043
Ag9756,59.95543
Qu6344,60.049572
Lu2573,59.952328
Sp7855,60.258026
Ho8610,60.258026
Ai3189,60.258026
Mv5990,60.24055
Ri4189,60.258026
Ap5924,60.053043
Ya3433,60.24055
Pb9819,60.258026
An1462,60.053043
Za3812,59.95543
Fc7060,60.258026
Ai4808,60.24055
Fd7230,59.952328
Fk8628,60.258026
Ym9674,60.243534
Ju9869,60.053043
Mp3770,60.24055
Qs9338,60.258026
Pr2208,60.049572
Sx3032,60.053043
Nb6168,60.258026
Eg4432,60.258026
Jj1619,60.053043
Wl5501,60.258026
Nn7179,60.24055
Og4403,60.258026
Wg9719,59.952328
Ux2192,60.032097
Ml4681,60.258026
Vq4459,60.258026
Mn3740,60.258026
Jy9843,60.049572
Qt6243,60.258026
Rq3842,60.049572
Pe3146,60.258026
Sh4204,60.258026
Ju6043,60.053043
Bf9407,60.258026
Nz1390,60.258026
Ss8133,59.952328
Ug9956,60.436607
Eb7831,60.24055
Df2150,60.24055
Tx9807,60.258026
Fr9953,60.258026
Qx2059,60.053043
At5935,59.952328
Mc9313,60.24055
Hb7582,60.053043
Yu5147,60.258026
Ah6012,60.258026
Gr2392,60.258026
Pu4262,59.952328
Cc4519,59.952328
Kp9477,60.258026
Hz6249,60.22606
Cj6159,60.243534
Xn6743,59.952328
Ya9618,60.24055
If3650,60.053043
Bk6098,61.243427
Nc3945,60.24055
Op8945,60.032097
Jm6974,60.053043
Ot4627,59.95786
Al3128,60.258026
Ol5462,60.258026
Yi3063,59.952328
Eh7578,60.258026
Qi3012,60.258026
Bs6295,60.258026
Qq2896,60.053043
Mt2997,60.053043
Vj5321,59.95786
Wv8139,60.258026
Vv4507,60.053043
Uh5993,60.258026
Mm8646,60.258026
Fz5886,59.952328
Qc2013,60.053043
Yt7758,60.436607
Wj9833,60.258026
Wm6336,59.95543
Dl5786,60.258026
Dz3389,60.053043
Br2303,60.24055
Gq4854,60.053043
Da5458,60.258026
Ud4341,60.053043
Hj3586,60.053043
Av1380,59.95786
Cv1120,61.243427
Wu8924,60.24055
Bp2913,60.24055
Xh6602,60.24055
Bw4572,59.952328
Zo3497,60.258026
Zq9143,60.258026
Zt6433,60.258026
Lt6774,59.952328
Xe8093,60.053043
Fl8413,59.952328
Cx8980,60.258026
Bq3856,60.24055
Hy5282,60.258026
Ae2110,60.258026
Cg9735,60.24055
Gz2973,60.053043
Uq2759,60.049572
Jv6947,60.049572
Xy6349,60.24055
Jw5074,60.258026
Mz6802,60.053043
Jd3470,60.258026
Sv4934,60.457283
Zg4755,60.24055
Iv9812,60.053043
Lm6569,60.049572
Wt1992,59.95786
Wq6342,60.258026
Pg2336,60.258026
Dk4094,60.053043
Gm1631,60.258026
Fv3147,60.243534
Tz2114,60.258026
Hh6944,60.258026
Ap7474,60.24055
Os7888,60.049572
Fe7744,60.258026
Qd6122,60.243534
Nv8409,60.053043
Lt9473,60.24055
Ae8186,60.258026
Ay3101,60.053043
Kd2888,60.243534
In2203,59.952328
Ke2391,59.952328
Al5278,60.24055
An8182,59.95543
Xx6139,60.053043
Bv3736,59.952328
No1302,60.032097
Vj5400,60.258026
Ad6904,59.952328
Qo4949,60.053043
Rx7485,59.95786
Gl9817,60.049572
Hy8285,60.258026
Dw7345,60.258026
In7896,60.431076
Mq5168,59.952328
Rx7436,60.053043
Al3027,60.24055
Yp9991,60.258026
Yi5270,60.243534
No1022,60.258026
Bq6053,60.053043
Tb2363,60.258026
Ta9192,60.24055
Kx3345,60.258026
Ry8537,60.053043
Sa1869,60.053043
Sd8595,59.952328
Sv7945,60.258026
Tc4188,59.952328
Cg1679,60.053043
Fx2831,59.952328
Uc9663,60.258026
Hl6529,60.258026
En1401,60.258026
Yy7152,60.258026
Pl6554,60.258026
Uc4659,60.258026
Gk4611,60.049572
Jm2885,60.053043
Tg9733,60.258026
Le2052,60.258026
Ao2339,59.952328
Ov8520,60.049572
Li6932,60.258026
Kb7217,60.24055
Qn2869,60.053043
Wn4840,60.24055
Gi2994,60.24055
Ce6793,60.258026
Av1856,60.24055
Wc1150,60.258026
Ut8018,60.049572
Ez9130,60.24055
Lv2841,60.24055
St3844,60.258026
Oi2660,61.243427
Ky3902,60.24055
Ms1481,60.053043
Bm2887,60.053043
Qj5691,60.258026
Ho4646,60.053043
Fq7316,60.258026
Bu5134,60.053043
Hn6633,60.258026
Pa3988,60.24055
De5726,60.24055
Gs7852,60.053043
Ml1088,60.243534
Ov7921,60.053043
Vf8366,60.258026
Lv3288,60.049572
Qi5327,60.24055
Wc9544,60.053043
Xr1931,60.053043
Bm6127,60.24055
Rd5832,59.95786
Uq4443,60.053043
At4394,59.952328
Fi2208,59.952328
Hl4938,60.053043
Ab6365,60.049572
Ll8926,60.053043
Ih6300,59.95786
Si1025,60.049572
Gh9496,60.053043
Or7922,60.049572
Gq7377,60.053043
Bv3211,59.952328
Kw1293,59.952328
Ct9916,60.24055
Nt3823,60.053043
Ud1900,59.952328
Qk2120,59.952328
Ri2463,59.952328
Yq5629,60.053043
Cx3161,60.24055
Do9861,60.053043
Md6682,60.258026
Ci5250,60.24055
Us2980,60.053043
Sj4725,60.053043
Qe9853,60.258026
Pk1180,60.258026
Uh4027,60.258026
Cu8787,60.24055
Se3461,60.053043
Ru6928,60.436607
Hl1464,60.053043
Xt1873,60.258026
Ux4517,60.258026
Hu4727,60.053043
Ci6917,60.258026
Qm3966,60.24055
Xq2782,60.258026
Ng4147,60.258026
Jf5971,60.258026
Gk3041,60.049572
Hc3770,60.22606
Qa6879,60.258026
Ck9383,60.258026
Cu4218,60.243534
Wn6297,59.952328
Sw3972,60.258026
Cw3697,60.431076
Jm9304,60.258026
Lu9743,60.258026
Us7519,60.258026
Av5671,59.95543
Eh8231,60.053043
Ub5073,60.24055
Wz6789,60.457283
Lt4962,60.258026
Ca1405,60.24055
Vo2535,60.053043
Oy7918,59.95786
Ki3843,59.95786
Fl6319,60.053043
Oy5077,60.258026
Tq7093,60.053043
Ju4330,60.258026
Ff9751,60.032097
Xe7638,60.258026
Ju5523,60.24055
Iu1050,60.258026
Ah9824,60.258026
Gc6387,60.258026
Oe5502,60.258026
Xg3829,60.258026
Ju4791,60.24055
Uf9702,60.457283
Ew4861,59.952328
Eh4018,60.258026
Ao3103,60.457283
Nl9331,59.952328
Ry4333,60.258026
Ab3166,60.24055
Kk5031,60.258026
Xt4153,60.258026
Rx8720,60.24055
Wz5874,60.24055
Gi3964,60.258026
Tc4561,60.258026
Ku7192,60.24055
Fw8503,60.258026
Cu2264,60.258026
Ca7387,60.258026
Rj4395,60.258026
Bq7015,60.258026
Il1476,60.258026
Xz4545,59.952328
Jp2707,59.952328
Bo5195,60.053043
Dq4570,60.258026
Ml9467,59.95543
Hy1754,60.258026
Vl3571,60.258026
Iy8440,60.258026
Ae2750,60.24055
Fm5647,60.258026
Rk5381,60.053043
Qd3921,60.258026
Ja8088,60.258026
Gn3373,60.258026
Kc8103,60.258026
Qk7937,60.258026
Ab3821,60.258026
Zz4127,60.053043
Fv3062,60.243534
Bs1922,60.258026
Gt7208,60.258026
Ua1465,60.258026
Zz5746,60.053043
Rg2963,60.258026
Jn7019,60.053043
Ng2292,60.258026
Wi9115,60.258026
At2708,60.24055
Te8379,59.952328
Ku2927,60.049572
Bw1116,60.053043
Wg5504,60.24055
Ho2733,60.258026
Vc3660,60.258026
Yj8826,60.24055
Jp1900,60.053043
Cv4439,60.457283
Tq3593,60.258026
Ge1474,59.952328
Fg3893,60.258026
Iy4919,60.431076
Jv6781,60.049572
So2711,60.049572
Sj7500,60.053043
Em7214,60.22606
Qs4834,59.952328
Fa3424,60.053043
Oa2711,60.258026
Rz8492,59.952328
Xm2147,60.258026
Pk2980,60.258026
Hi8902,60.258026
Iz7117,59.952328
Bw5832,59.96096
Tq7831,60.258026
Op6029,60.053043
Ya2522,60.24055
Ws2351,60.258026
Ct6019,60.053043
Jt2864,60.258026
Nb6960,59.952328
Eq7340,60.258026
Rl7629,60.053043
Oi3529,60.258026
Kp4884,60.258026
Ex6708,60.258026
Up7075,60.053043
Vs1631,60.258026
Oz8428,59.95786
Ot7532,60.053043
Gn2909,60.258026
Bf7271,60.258026
Bx1627,60.258026
Wo9682,59.952328
Xr5054,60.258026
Ll9906,60.258026
Yc4796,60.053043
Cz6898,59.952328
Tp4444,59.952328
Zt5603,60.258026
Ck5485,60.053043
Gi5698,60.258026
Nw8709,60.258026
Nj3177,60.258026
Iv9061,60.053043
Iu6447,60.258026
Zu9319,60.053043
Lv6521,59.952328
Sq9373,60.053043
Za3534,60.258026
Ln8709,60.457283
Mj5600,59.95543
Yt6570,59.952328
Np7656,60.258026
Px2977,60.258026
Rv7870,60.258026
Xx9053,60.258026
Ic5912,60.053043
Tb2955,60.258026
Xu4040,60.243534
Js4888,60.049572
Kb5405,60.053043
Sn3974,60.431076
Gh3664,60.053043
Yj7119,60.258026
Xq8011,60.258026
Td3678,60.258026
Ci8526,60.053043
Ym8144,60.24055
Mt7909,60.258026
Px5617,59.95786
Dk1276,60.24055
Xp2017,60.258026
Bt6630,60.053043
Pi7874,60.258026
Sd4357,60.049572
Yi5896,60.22606
Ux2147,60.258026
Wo2799,59.952328
Yn1472,60.032097
Lg5876,60.258026
Fb3939,60.258026
Yt9146,60.258026
Or8624,60.24055
Be1502,60.258026
Li8092,60.258026
Kz7748,60.258026
Md2559,60.049572
Er7901,60.053043
Wy2836,60.053043
Xh1892,60.258026
Si7337,60.053043
Bk6867,59.95786
Mg7011,60.049572
Ih4968,60.258026
On3870,60.243534
At6938,59.67442
Kt6743,60.049572
Nj3911,60.258026
Js9588,60.258026
Nj2307,60.258026
Ym5473,59.67442
Zq1056,60.053043
Yq2948,60.258026
Nf3891,60.24055
Pg2950,59.952328
Hw7387,60.053043
Du4900,60.22606
Om9511,60.049572
Tm6741,60.258026
Va7622,60.053043
Oo9267z,60.243534
Hv7436,60.258026
Wp6786,60.24055
Qc3404,60.24055
Zt9838,60.24055
Ue7764,60.258026
Db1222,60.053043
Av2385,60.258026
Bx2338,60.053043
Gs3347,60.258026
Mp3253,60.258026
Nn8553,60.053043
Tj2172,60.053043
Yv9971,59.95786
Ij3833,59.952328
At5514,60.258026
Yg6862,59.952328
Su3371,60.258026
Wp5916,60.053043
Lh5507,60.053043
Mg5521,59.95786
Kq4780,60.258026
Pf6370,60.049572
Og7796,60.053043
Co5470,60.258026
Ta7202,59.952328
Dt5135,60.24055
Ou3855,60.258026
Qb3340,60.258026
Qa4048,60.24055
An8741,60.258026
Za1136,60.258026
Mu4361,60.053043
Kf9316,60.053043
Rl9083,60.22606
Aa5181,59.952328
Wo2862,60.053043
Df3020,60.258026
Je3885,60.053043
Xo1276,60.258026
Tx5249,60.258026
Su7219,60.053043
Hv9863,59.95786
Hl8474,60.258026
Qd4078,60.053043
Zr8752,60.053043
Tx2917,60.053043
Hr9723,60.258026
In5457,60.24055
Hc1246,60.22606
Nh4915,60.258026
Cp4982,60.053043
Wy9792,59.952328
Sc5448,60.258026
Ie2064,60.053043
Ek8134,60.258026
Yv3140,59.95786
Qe2217,59.95786
Sp1637,60.258026
Dl7919,60.053043
Ez4138,60.049572
Iy2367,60.258026
Xq5162,60.24055
Kl2229,60.258026
Yp5838,60.258026
Tx5130,60.243534
Dd7443,60.258026
Fh7990,60.258026
Rv6985,60.243534
Og6782,60.053043
Fc9948,60.243534
Mf2281,59.952328
Tn4546,60.258026
Cf4555,60.24055
Al5134,60.258026
Uz4095,60.032097
Oe8732,60.258026
Yu8731,60.258026
Nn7570,60.258026
Qt8008,60.258026
Ig4691,60.053043
Qq3712,60.053043
Wl2103,60.049572
La6433,59.952328
Rf7676,60.049572
Nw5030,60.258026
Ia7664,59.95786
Zm8745,60.258026
Db1326,60.258026
Vq3644,60.243534
Bs7396,59.95786
Ln8736,60.24055
Cr7058,60.258026
Xb4599,60.053043
Fq6146,59.95786
Ty8760,60.258026
Bw4145,60.24055
Sr9591,59.952328
Ua5472,60.258026
Wt3361,60.258026
Al1960,60.258026
Rc4822,60.258026
Jy1416,60.258026
Oe3420,60.258026
Ye1954,60.258026
Ho9748,60.258026
Rp2803,60.258026
Ki7454,60.258026
Pn1912,60.243534
Hh6115,60.258026
Lh5961,60.258026
Oo9267,60.258026
Wo6404,59.952328
Wc2968,60.24055
Tw9503,59.952328
Vh8371,60.258026
Vp1085,60.258026
Ov3716,60.258026
Xm4476,60.258026
Us1052,60.049572
Qs8006,60.258026
Jb5865,60.258026
Nl4249,60.053043
Kv8035,60.24055
Il1171,59.95543
Ts5231,60.258026
Qn5492,59.952328
Cg3582,60.258026
Do1155,60.053043
Qf2661,59.952328
Xa4424,60.258026
Wc6955,60.258026
Zg8199,60.258026
Pc1288,59.952328
Ao1632,61.243427
Sx6697,60.053043
Fc3689,59.95543
Bh9865,59.952328
Uo1275,60.049572
Vy5843,60.243534
Cm4757,60.258026
Lb9478,60.053043
Sh3220,60.049572
Ap5209,60.258026
Ez7885,60.053043
Sc9955,59.952328
Cg6174,60.258026
Ja4311,60.258026
Wp9579,60.24055
Sb4890,59.95786
Hs4981,60.032097
Ky9043,60.053043
He3519,60.053043
Or9972,60.24055
Lv9342,60.049572
Ei7770,59.952328
Za2670,60.258026
Lb2165,59.952328
Kh8072,60.258026
Am8430,60.258026
Nx5503,60.24055
Tt7267,60.24055
Yg9188,60.258026
Ev8019,60.053043
Eq2287,60.053043
Vy5075,60.053043
An9847,60.049572
Vy1701,60.053043
Ke3411,60.258026
Dz5499,60.258026
Po1637,60.258026
Qu8094,60.24055
Bm5270,60.258026
Zu9852,60.258026
Zp8686,60.032097
Li3506,60.258026
Dk8322,60.258026
Ev2123,59.952328
Gz7410,60.24055
Lo7269,60.053043
Is2662,59.952328
Ho7643,60.258026
Xq2500,60.053043
Fi5739,60.032097
Co2031,59.952328
Qb2438,60.258026
Vj3810,60.258026
Kk4075,60.258026
Aw8373,60.258026
Sx9107,60.258026
Sz9828,60.049572
Iy2497,60.258026
Lb5824,60.258026
Wo6768,60.053043
Xr5630,59.952328
Gz3159,60.258026
Tp4436,60.258026
Pz6192,60.053043
Os4544,60.258026
Ol7409,60.436607
Zg8495,59.952328
Ht3643,60.053043
Nh9283,60.053043
Qu4693,60.457283
Jh3009,60.049572
Tt2978,60.258026
Br3208,60.049572
Gl8177,60.258026
Kg4615,60.053043
Fj1259,60.258026
Qo2412,60.049572
Md3873,60.243534
Hl4677,60.258026
Pg7384,60.053043
Qr7586,60.258026
